09 13:12 -69 43:02 0.0 0.0 J2000 09 12:07.0 -69 50:49 09 36
09 07:60 -43 25:57 0.0 0.0 J2000 09 08:16.0 -43 33:31 09 40
08 07:33 -24 18:15 0.0 0.0 J2000 08 08:11.0 -24 23:33 09 41
09 22:07 -55 00:39 0.0 0.0 J2000 09 22:01.0 -55 08:33 09 42
09 27:35 -08 39:31 0.0 0.0 J2000 09 28:22.0 -08 47:33 09 53
09 17:05 -59 16:31 0.0 0.0 J2000 09 16:51.0 -59 24:21 09 55
07 17:09 -37 05:51 0.0 0.0 J2000 07 17:42.0 -37 09:22 09 57
07 24:06 -29 18:11 0.0 0.0 J2000 07 24:43.0 -29 22:32 10 00
07 08:24 -26 23:36 0.0 0.0 J2000 07 09:04.0 -26 26:57 10 01
06 49:56 -50 36:53 0.0 0.0 J2000 06 50:20.0 -50 39:16 10 02
07 03:02 -23 50:00 0.0 0.0 J2000 07 03:46.0 -23 53:14 10 05
06 23:57 -52 41:45 0.0 0.0 J2000 06 24:22.0 -52 43:48 10 05
06 20:19 -30 03:48 0.0 0.0 J2000 06 21:05.0 -30 06:30 10 07
06 45:09 -16 42:58 0.0 0.0 J2000 06 45:57.0 -16 45:55 10 08
06 22:42 -17 57:21 0.0 0.0 J2000 06 23:32.9 -17 59:18 10 09
07 39:18 +05 13:30 0.0 0.0 J2000 07 40:15.0 +05 08:48 10 12
05 39:39 -34 04:27 0.0 0.0 J2000 05 40:27.0 -34 06:06 10 13
07 27:09 +08 17:22 0.0 0.0 J2000 07 28:07.0 +08 12:54 10 15
09 45:51 +23 46:27 0.0 0.0 J2000 09 46:56.0 +23 37:29 10 16
05 36:13 -01 12:07 0.0 0.0 J2000 05 37:14.9 -01 14:40 10 18
06 37:43 +16 23:57 0.0 0.0 J2000 06 38:47.9 +16 20:12 10 20
05 32:44 -17 49:20 0.0 0.0 J2000 05 33:40.9 -17 51:13 10 21
05 47:45 -09 40:11 0.0 0.0 J2000 05 48:42.9 -09 42:37 10 22
